# Program:featureCounts v2.0.8; Command:"featureCounts" "-a" "data/genome/Saccharomyces_cerevisiae.R64-1-1.109.gtf" "-o" "results/counts/count_matrix.txt" "-T" "4" "-p" "-g" "gene_id" "-t" "exon" "-s" "0" "results/alignments/SRR31781631_Aligned.sortedByCoord.out.bam" "results/alignments/SRR31781632_Aligned.sortedByCoord.out.bam" "results/alignments/SRR31781633_Aligned.sortedByCoord.out.bam" "results/alignments/SRR31781635_Aligned.sortedByCoord.out.bam" "results/alignments/SRR31781636_Aligned.sortedByCoord.out.bam" "results/alignments/SRR31781640_Aligned.sortedByCoord.out.bam" "results/alignments/SRR31781641_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results/alignments/SRR31781631_Aligned.sortedByCoord.out.bam	results/alignments/SRR31781632_Aligned.sortedByCoord.out.bam	results/alignments/SRR31781633_Aligned.sortedByCoord.out.bam	results/alignments/SRR31781635_Aligned.sortedByCoord.out.bam	results/alignments/SRR31781636_Aligned.sortedByCoord.out.bam	results/alignments/SRR31781640_Aligned.sortedByCoord.out.bam	results/alignments/SRR31781641_Aligned.sortedByCoord.out.bam
YPL257W-A	XVI	56748	58070	+	1323	0	0	0	0	0	0	0
YPR158W-A	XVI	844709	846031	+	1323	0	0	0	0	0	0	0
YPL257W-B	XVI	56748	62016	+	5269	1	11	10	23	37	3	3
YPR158C-D	XVI	850989	856257	-	5269	0	0	9	10	18	0	10
YPR137C-A	XVI	808947	810269	-	1323	0	0	0	0	0	0	0
YPR137C-B	XVI	805001	810269	-	5269	0	0	6	10	6	0	2
YPR158W-B	XVI	844709	849980	+	5272	0	125	711	522	623	40	130
YPL060C-A	XVI	437333	442742	-	5410	0	12	28	8	9	0	2
YPR158C-C	XVI	854935	856257	-	1323	0	0	0	0	0	0	0
YMR172W	XIII	605981	608140	+	2160	76	93	596	715	906	79	181
YMR027W	XIII	325877	327289	+	1413	704	454	3073	2842	3767	406	950
YML089C	XIII	91041	91409	-	369	2	0	2	4	8	0	3
YMR290C	XIII	850074	851591	-	1518	415	602	3833	4666	6417	651	1788
YMR139W	XIII	546125	547237	+	1113	38	96	717	636	902	80	220
YMR191W	XIII	645656	646777	+	1122	58	454	3258	2615	3860	324	692
YMR244C-A	XIII	758517	758831	-	315	1	0	15	30	40	0	13
YMR091C	XIII	450058	451365	-	1308	48	66	555	796	1101	102	296
YMR173W-A	XIII	608897	610081	+	1185	1	13	161	220	358	17	59
YMR180C	XIII	622251	623213	-	963	20	122	528	685	936	78	155
YML020W	XIII	231149	233143	+	1995	28	64	613	665	968	76	158
YML088W	XIII	92235	94241	+	2007	90	124	838	748	1027	98	234
YML077W	XIII	111865	112344	+	480	2	98	589	830	1204	87	189
YML125C	XIII	20761	21699	-	939	212	312	2280	2872	4190	334	963
YMR318C	XIII	911061	912143	-	1083	974	1352	11547	14089	20631	1452	4293
YMR115W	XIII	497704	499209	+	1506	76	141	636	676	1049	88	157
YMR266W	XIII	798518	801379	+	2862	940	1619	10147	11041	16393	1873	4677
YML057W	XIII	160180	161994	+	1815	118	134	1015	1169	1472	209	496
YML055W	XIII	164790	165326	+	537	108	94	781	1025	1345	174	366
YMR105C	XIII	475897	477606	-	1710	102	189	1030	723	1063	96	253
YMR268C	XIII	802888	804222	-	1335	16	40	151	218	303	22	74
YML133W-B	XIII	827	1309	+	483	0	0	0	0	0	0	0
YML090W	XIII	90744	91130	+	387	2	0	47	22	33	0	7
YML101C	XIII	69735	70088	-	354	128	68	572	482	699	76	249
YMR012W	XIII	291134	294967	+	3834	1157	1719	13132	16491	22789	2166	5631
tY(GUA)M2	XIII;XIII	837928;837981	837966;838016	+;+	75	0	0	2	0	10	0	3
YMR202W	XIII	667537	668205	+	669	931	1708	15236	22458	34024	2698	7693
YMR083W	XIII	434788	435915	+	1128	1464	1429	10719	11296	16379	2036	5058
snR76	XIII	297725	297833	+	109	142	187	858	893	1439	181	400
YMR017W	XIII	307489	308682	+	1194	6	16	42	41	61	0	24
YML085C	XIII;XIII	97941;99376	99259;99400	-;-	1344	1646	1170	8309	8933	13217	1368	3665
YML013W	XIII	244149	245903	+	1755	147	230	1683	1463	2167	172	478
YMR224C	XIII	718575	720653	-	2079	36	82	523	556	809	75	225
YMR059W	XIII	391099	391485	+	387	8	8	128	160	288	58	95
YMR072W	XIII	411569	412120	+	552	56	143	1309	1557	2349	197	538
YMR304W	XIII	874987	878679	+	3693	296	344	2890	2569	3413	335	762
YML087C	XIII	94431	95369	-	939	12	26	290	304	386	40	109
YMR195W	XIII	654034	654417	+	384	0	6	105	210	286	15	72
YMR240C	XIII	749930	751240	-	1311	46	32	258	276	443	25	86
YMR308C	XIII	888952	892221	-	3270	541	932	6964	9431	13708	1616	4448
YML001W	XIII	267174	267800	+	627	134	320	2128	2235	3156	347	799
YML114C	XIII	42043	43575	-	1533	65	98	872	1088	1609	126	341
YMR319C	XIII	912880	914538	-	1659	76	168	1514	2636	3894	317	984
YML075C	XIII	115734	118898	-	3165	855	1556	11388	13245	18630	1895	5067
YMR075W	XIII	413982	416036	+	2055	32	24	447	454	727	40	115
YML129C	XIII	14541	14753	-	213	14	73	633	836	1377	91	235
YML073C	XIII;XIII	123227;124158	123742;124172	-;-	531	2178	1386	9261	16809	22897	2759	6981
YMR149W	XIII	560996	561856	+	861	80	534	3326	3926	5930	662	1550
YMR233W	XIII	739185	739865	+	681	30	10	241	367	490	43	119
YMR048W	XIII	366981	367934	+	954	68	85	420	473	612	29	101
YML030W	XIII	216435	216914	+	480	82	2	151	370	475	58	118
YMR118C	XIII	502144	502734	-	591	10	26	240	413	637	70	165
YMR260C	XIII	789378	789839	-	462	204	174	1017	1737	2405	197	518
YMR135W-A	XIII	539911	540444	+	534	0	16	6	6	11	0	0
tM(CAU)M	XIII	572883	572955	-	73	0	2	29	27	51	4	22
YML056C	XIII;XIII	162194;163717	163308;164176	-;-	1575	3272	3684	26631	30820	46895	3430	9513
YML064C	XIII	145139	145876	-	738	14	125	367	565	867	67	120
YML132W	XIII	7244	8383	+	1140	0	2	40	20	26	0	4
YML113W	XIII	44045	44791	+	747	120	58	638	792	1145	74	237
YML058W-A	XIII	158760	158966	+	207	10	28	126	127	172	20	38
YMR136W	XIII	541199	542881	+	1683	44	108	924	600	875	62	184
YML091C	XIII	87123	90731	-	3609	84	214	957	922	1259	138	371
YMR199W	XIII	662644	664284	+	1641	36	141	1360	3186	4596	375	1047
YMR286W	XIII	841942	842202	+	261	18	82	491	746	1067	75	262
YMR025W	XIII	323300	324187	+	888	2	34	64	137	221	9	43
YMR112C	XIII	494100	494495	-	396	0	48	256	434	657	17	133
YML127W	XIII	17064	18809	+	1746	262	436	2933	2844	4184	462	1124
YML005W	XIII	260221	261609	+	1389	18	123	679	795	1143	92	261
YMR160W	XIII	575066	577516	+	2451	24	112	478	634	917	66	210
YMR046W-A	XIII	362702	362830	+	129	0	0	0	1	2	0	0
YMR096W	XIII	458408	459301	+	894	66	138	707	426	550	55	138
YML133C	XIII;XIII	461;3891	3791;4684	-;-	4125	4	10	102	80	136	0	13
YMR246W	XIII	759807	761891	+	2085	1218	1023	8744	16509	24593	1963	5602
YMR052C-A	XIII	380069	380434	-	366	0	2	0	12	6	3	0
YMR120C	XIII	507502	509280	-	1779	327	523	6208	2555	3745	527	1269
YMR052W	XIII	379586	380200	+	615	2	23	73	115	167	12	14
YML100W-A	XIII	70138	70311	+	174	5	0	32	39	44	4	5
YML049C	XIII	174220	178305	-	4086	194	308	2627	3168	4324	344	1052
YMR065W	XIII	399702	401216	+	1515	6	28	141	306	373	19	92
YMR098C	XIII	460771	462609	-	1839	20	108	654	865	1113	120	291
YMR302C	XIII	870073	872625	-	2553	164	430	2505	2116	2970	230	588
YMR075C-A	XIII	415688	416053	-	366	0	0	4	4	5	0	0
YML060W	XIII	151871	153001	+	1131	64	82	523	794	1082	112	252
YMR080C	XIII	426712	429627	-	2916	577	760	5732	5778	8306	986	2446
YMR156C	XIII	570300	571016	-	717	4	46	130	234	279	23	80
YMR294W	XIII	856966	858087	+	1122	26	34	122	175	254	34	59
YMR167W	XIII	594886	597195	+	2310	64	86	799	1043	1446	121	376
YMR242W-A	XIII	754297	754386	+	90	1	0	37	50	56	6	19
YMR079W	XIII;XIII	424989;425154	424997;426059	+;+	915	968	792	4918	6139	8812	1108	2734
YMR275C	XIII	815651	818581	-	2931	156	254	2262	2033	3032	258	651
YMR100W	XIII	466300	468162	+	1863	60	186	1086	1363	1887	156	441
YMR030W-A	XIII	337313	337603	+	291	0	0	2	19	22	0	0
YMR161W	XIII	577718	578392	+	675	60	96	835	757	1230	87	256
YMR183C	XIII	626921	627808	-	888	206	156	1263	1507	1988	160	479
YML021C	XIII	229734	230813	-	1080	24	23	441	596	797	48	177
YML074C	XIII	120089	121324	-	1236	344	209	1259	1648	2346	153	489
YMR157C	XIII	571277	572044	-	768	11	78	433	711	1010	103	276
YMR110C	XIII	490394	491992	-	1599	278	332	2214	1928	2663	249	689
YMR097C	XIII	459424	460527	-	1104	16	66	217	461	556	54	131
YMR111C	XIII	492404	493792	-	1389	10	45	321	302	423	22	99
YML011C	XIII	246895	247428	-	534	28	84	342	447	581	35	129
YMR064W	XIII	397903	399459	+	1557	26	192	651	1002	1359	94	283
YML082W	XIII	101862	103811	+	1950	178	134	1052	1267	1825	238	510
YMR300C	XIII	865559	867091	-	1533	180	322	2419	2422	3221	320	896
YMR262W	XIII	793726	794667	+	942	40	80	567	394	751	84	188
YMR031C	XIII	332212	334743	-	2532	365	239	1065	1175	1763	171	417
YMR016C	XIII	303236	305593	-	2358	16	73	799	874	1186	104	282
YMR066W	XIII	401541	404237	+	2697	14	64	338	511	587	66	134
YMR007W	XIII	279960	280340	+	381	7	8	86	97	130	9	25
YMR201C	XIII;XIII	665845;667018	666933;667044	-;-	1116	52	8	275	317	417	18	78
YMR232W	XIII	736926	738959	+	2034	4	2	118	181	265	22	57
YMR200W	XIII	664752	665522	+	771	36	171	1915	1880	2906	301	706
YMR297W	XIII	861922	863520	+	1599	3308	1703	15748	17523	26110	2437	7091
YML026C	XIII;XIII	222987;223782	223380;223828	-;-	441	824	1575	12417	23654	34502	3336	8941
YML023C	XIII	226994	228664	-	1671	154	230	1476	2573	3660	408	979
YMR143W	XIII;XIII	551928;552496	551951;552903	+;+	432	984	1777	11168	19833	28124	3716	8726
YMR073C	XIII	412268	412873	-	606	26	84	564	660	857	65	236
YML069W	XIII	135500	137158	+	1659	110	180	1288	1540	2307	142	444
YML050W	XIII	173139	174074	+	936	24	52	202	323	422	46	91
YML099W-A	XIII	74229	74558	+	330	0	0	7	29	41	2	7
YMR211W	XIII	689083	690510	+	1428	62	50	462	681	887	102	201
tF(GAA)M	XIII;XIII	352280;352335	352316;352370	+;+	73	0	0	4	8	8	0	6
YMR283C	XIII	835326	836867	-	1542	8	52	356	462	631	56	144
snR74	XIII	298138	298225	+	88	0	14	84	105	153	19	48
RNA170	XIII	667288	667456	-	169	0	23	124	77	134	8	21
YML078W	XIII	111002	111550	+	549	304	379	3621	3262	4769	453	1105
YMR142C	XIII;XIII	550206;551204	550801;551207	-;-	600	2989	1695	13443	22568	32621	3333	8497
YMR203W	XIII	668492	669655	+	1164	388	897	8154	10587	15232	1754	4055
YMR077C	XIII	421484	422149	-	666	4	33	120	169	278	22	56
YMR245W	XIII	758563	759183	+	621	34	22	142	272	349	22	55
YMR284W	XIII	838187	839995	+	1809	12	90	265	403	511	40	101
YMR089C	XIII	445609	448086	-	2478	326	374	2767	2977	4145	367	883
YMR134W	XIII	537838	538551	+	714	64	52	407	696	1010	45	185
YMR290W-A	XIII	851422	851769	+	348	1	0	0	1	4	2	1
YMR095C	XIII	457285	457959	-	675	18	21	271	253	354	37	94
snR83	XIII	626349	626654	+	306	6418	8507	47706	44896	64000	7182	17222
snR73	XIII	298307	298412	+	106	1	7	104	207	270	48	91
tH(GUG)M	XIII	363064	363135	+	72	2	3	9	45	65	9	15
YMR099C	XIII	463934	464827	-	894	492	504	4060	3637	5387	497	1465
YMR132C	XIII	534944	535570	-	627	12	32	252	395	605	69	115
YML115C	XIII	40187	41794	-	1608	314	250	2087	2264	3166	368	903
snR11	XIII	652275	652532	+	258	5168	3394	15847	16276	22796	3576	8464
YMR086W	XIII	439208	442090	+	2883	196	213	1805	2034	3094	344	746
YMR044W	XIII	355384	356811	+	1428	50	86	495	654	896	88	202
YMR222C	XIII	715638	716309	-	672	142	170	1013	1180	1684	172	407
YMR272W-A	XIII	810466	810579	+	114	0	0	0	0	0	0	0
YMR321C	XIII	917579	917896	-	318	2	20	52	42	57	2	7
YML131W	XIII	10198	11295	+	1098	246	215	1615	882	1392	78	258
YML038C	XIII	202775	204103	-	1329	144	318	1999	2649	3816	440	1005
YML122C	XIII	26038	26418	-	381	6	8	82	98	122	4	25
YMR036C	XIII	341856	343520	-	1665	16	76	460	511	738	50	169
YML012W	XIII	246116	246751	+	636	936	689	4750	5354	7694	833	2168
YML100W	XIII	70624	73920	+	3297	894	812	6636	4549	6566	543	1512
YMR312W	XIII	898405	899226	+	822	16	86	936	1029	1638	176	363
YML112W	XIII	45063	45953	+	891	18	68	166	244	402	24	98
YML099C	XIII	74398	77040	-	2643	71	144	1081	1445	2026	144	431
YML123C	XIII	24037	25800	-	1764	162	232	2334	2237	3794	846	2371
tV(AAC)M3	XIII	586636	586709	-	74	2	4	20	53	75	2	13
YMR141C	XIII	549736	550044	-	309	3	13	207	184	278	20	63
YMR324C	XIII	922202	922444	-	243	0	0	3	0	4	0	0
YMR207C	XIII	677193	683564	-	6372	148	277	1738	1653	2411	251	592
YMR236W	XIII	742971	743444	+	474	60	131	1433	1722	2580	215	596
YML034C-A	XIII	209428	209826	-	399	2	0	11	15	10	1	6
YMR204C	XIII	670063	671325	-	1263	2	34	160	246	279	37	67
YMR011W	XIII	288079	289704	+	1626	1002	1261	9706	18311	27619	3662	9355
YML008C	XIII	251839	252990	-	1152	748	854	6404	8826	12468	935	2383
YMR109W	XIII	486587	490246	+	3660	148	195	1554	2060	2841	400	1036
YMR004W	XIII	274017	275552	+	1536	86	216	893	936	1336	101	212
YMR158C-A	XIII	573194	573331	-	138	0	0	28	25	25	1	11
YMR216C	XIII	698811	701039	-	2229	328	459	2886	3228	4549	491	1163
YMR159C	XIII	574476	574928	-	453	2	0	0	5	6	2	0
YMR307C-A	XIII	887731	887925	-	195	0	0	0	0	0	0	0
YMR272C	XIII	809623	810777	-	1155	347	246	2242	2457	3681	401	1009
YMR106C	XIII	478301	480190	-	1890	40	44	393	401	545	32	101
YML092C	XIII	85987	86739	-	753	608	526	4005	3950	5973	606	1455
tV(AAC)M2	XIII	420588	420661	-	74	9	1	87	108	145	26	48
YML104C	XIII	58939	62322	-	3384	78	40	558	1311	1964	266	609
YML058W	XIII	159383	159697	+	315	83	405	2779	3298	5349	591	1679
tW(CCA)M	XIII;XIII	379303;379373	379338;379408	-;-	72	0	0	3	2	5	0	0
YMR148W	XIII	560366	560812	+	447	2	74	696	841	1290	91	209
YMR168C	XIII	597332	599158	-	1827	40	85	897	999	1404	162	381
YML063W	XIII	146482	147249	+	768	4090	3820	25945	43651	62811	6894	18114
YMR008C	XIII	280590	282584	-	1995	646	570	5212	3505	4865	495	1358
YMR294W-A	XIII	858209	858568	+	360	0	4	10	21	14	4	3
YMR177W	XIII	616566	618098	+	1533	36	110	714	703	971	85	244
YMR213W	XIII	693381	695153	+	1773	18	22	273	393	555	42	101
YMR192W	XIII	647118	649280	+	2163	26	34	378	644	751	74	170
YMR326C	XIII	923494	923802	-	309	0	0	0	3	0	0	0
YMR014W	XIII	298868	300427	+	1560	46	50	387	641	883	38	161
YMR020W	XIII	315377	316903	+	1527	52	48	420	444	692	74	153
snR86	XIII	762110	763113	-	1004	42087	16034	83601	99600	130740	21360	54463
YMR208W	XIII	684467	685798	+	1332	198	458	3314	3673	5412	501	1206
YML098W	XIII	77267	77770	+	504	34	20	224	249	429	25	72
YMR133W	XIII;XIII	536207;537565	537448;537609	+;+	1287	22	4	170	264	361	53	123
YML028W	XIII	220138	220728	+	591	5284	6093	48532	76970	115957	8385	24831
YMR285C	XIII	840144	841691	-	1548	54	60	685	725	1108	84	180
YMR040W	XIII	350381	350863	+	483	0	0	79	74	126	0	16
YMR094W	XIII	455825	457261	+	1437	16	74	200	401	590	49	143
YMR189W	XIII	637500	640604	+	3105	144	378	2555	1672	2378	135	389
YML128C	XIII	15135	16676	-	1542	160	164	1295	833	1281	100	268
YML022W	XIII	228937	229500	+	564	490	378	3909	6066	8868	1140	2914
YMR299C	XIII	864412	865350	-	939	8	59	274	473	623	36	100
YMR227C	XIII	722613	724385	-	1773	94	0	109	206	284	24	63
YMR119W	XIII	505333	507207	+	1875	140	262	1885	1983	2952	235	734
YMR255W	XIII	778001	778567	+	567	68	60	372	474	627	43	113
YMR024W	XIII	321875	323047	+	1173	54	250	1503	1728	2473	268	563
YML054C	XIII	165533	167308	-	1776	59	78	618	1001	1641	177	320
YMR317W	XIII	907364	910786	+	3423	234	138	992	1299	1985	261	618
YMR084W	XIII	436628	437416	+	789	6	12	41	68	51	2	14
YMR274C	XIII	814364	815311	-	948	4	38	243	448	739	70	214
YMR215W	XIII	696796	698370	+	1575	206	478	4272	7113	10505	1079	2755
YMR277W	XIII	820256	822454	+	2199	247	301	2147	3155	4270	398	1007
YMR033W	XIII;XIII	337788;337904	337817;339277	+;+	1404	40	146	841	1442	1840	145	402
YML094C-A	XIII	82219	82620	-	402	0	0	0	11	4	1	1
YML041C	XIII	194913	195755	-	843	10	68	322	421	637	38	120
YMR305C	XIII	879063	880232	-	1170	1059	1931	14000	17357	25797	1948	5086
YMR315W-A	XIII	904286	904393	+	108	12	12	61	29	90	5	16
YMR237W	XIII	743749	745923	+	2175	70	335	1857	1900	2709	312	893
YML095C	XIII	81481	82113	-	633	8	8	165	307	380	24	88
YMR018W	XIII	310208	311752	+	1545	0	34	62	109	150	12	30
YMR163C	XIII	584271	586388	-	2118	50	120	534	668	1012	67	199
YML027W	XIII	221406	222563	+	1158	116	155	1214	1469	1933	140	379
ZOD1	XIII	91970	92027	+	58	0	0	1	2	6	2	0
tD(GUC)M	XIII	463554	463625	+	72	2	0	16	34	40	6	12
YMR162C	XIII	578951	583921	-	4971	214	322	2445	3174	4231	456	1037
YMR158W	XIII	572248	572715	+	468	8	112	487	658	896	49	202
YMR210W	XIII	687516	688865	+	1350	64	80	800	1161	1627	162	355
YMR316C-A	XIII	905662	905973	-	312	2	0	29	15	20	1	11
YMR241W	XIII	751961	752905	+	945	804	538	4411	4479	6569	586	1708
YMR205C	XIII	671887	674766	-	2880	6304	6372	49856	74196	109343	11369	29645
YMR235C	XIII	741512	742735	-	1224	958	841	5003	6415	9353	823	2325
YMR047C	XIII	363364	366705	-	3342	250	548	3913	4092	6111	465	1412
YMR259C	XIII	784621	788883	-	4263	160	410	2602	3922	5435	804	1796
YMR175W-A	XIII	611314	611508	+	195	2	9	37	18	17	1	6
YMR281W	XIII	832339	833253	+	915	30	168	498	532	731	63	168
YMR261C	XIII	790205	793369	-	3165	474	778	5586	5111	7198	778	1666
YMR026C	XIII	324236	325435	-	1200	49	69	699	740	984	76	261
YML010W	XIII	247677	250868	+	3192	413	498	3246	3379	5171	417	1157
YMR150C	XIII	561956	562528	-	573	23	86	495	593	788	106	245
YMR067C	XIII	404323	405573	-	1251	54	138	995	981	1478	112	319
YMR179W	XIII	619858	622134	+	2277	16	89	471	759	999	72	204
YMR126C	XIII	520761	521789	-	1029	10	27	261	346	490	53	143
YML032C	XIII	212515	213930	-	1416	188	159	1175	1247	1820	143	358
YML018C	XIII	234771	235952	-	1182	101	144	1175	1757	2628	335	1145
YML081W	XIII	104777	108532	+	3756	112	389	2803	3122	4385	501	1463
YMR003W	XIII	273118	273714	+	597	2	42	222	291	446	36	78
YMR221C	XIII	713931	715445	-	1515	196	287	2655	3807	4946	524	1161
YMR257C	XIII	779629	782031	-	2403	50	194	854	1008	1305	141	423
YML068W	XIII	137550	138944	+	1395	24	60	375	540	647	46	167
YMR117C	XIII	501250	501891	-	642	4	5	65	259	369	16	63
YMR060C	XIII	391532	392515	-	984	18	74	428	621	857	65	147
YMR144W	XIII	553362	554390	+	1029	17	36	294	471	579	33	73
YMR068W	XIII	406304	407584	+	1281	22	22	270	317	505	24	96
YML097C	XIII	78335	79690	-	1356	24	54	543	859	1089	109	260
YMR182C	XIII	624532	625167	-	636	32	14	176	247	368	33	116
YMR295C	XIII	858297	858890	-	594	288	251	1784	2049	2924	231	721
YMR181C	XIII	623616	624080	-	465	22	45	497	587	814	97	203
YML080W	XIII	108806	110077	+	1272	48	100	818	1336	1715	163	419
YMR194C-B	XIII;XIII	652594;652848	652775;652887	-;-	222	20	13	126	155	305	20	83
YMR140W	XIII	547714	549183	+	1470	96	102	972	901	1190	96	209
YMR058W	XIII	388822	390732	+	1911	1171	1042	9297	18223	27050	3067	10079
YMR076C	XIII	416196	420029	-	3834	76	199	1443	1788	2456	197	529
YMR239C	XIII	748262	749677	-	1416	38	52	442	762	924	123	247
tG(GCC)M	XIII	183898	183968	-	71	0	0	0	1	2	2	0
YMR242C	XIII	753225	753742	-	518	2202	1450	12526	18478	27653	3135	8988
YMR306C-A	XIII	886183	886572	-	390	0	0	6	4	8	0	1
YMR193C-A	XIII	651072	651458	-	387	4	22	115	300	343	10	67
YMR114C	XIII	496343	497449	-	1107	66	36	250	266	417	33	77
YMR009W	XIII	284102	284641	+	540	60	94	615	842	1195	121	279
YMR088C	XIII	443414	445102	-	1689	38	198	1418	3312	4849	507	1326
YMR253C	XIII	775946	777190	-	1245	79	59	787	703	1048	78	233
YMR103C	XIII	472902	473264	-	363	72	47	342	200	283	35	56
YMR254C	XIII	777615	777923	-	309	0	0	33	38	55	7	10
YMR303C	XIII	873291	874337	-	1047	282	103	1169	2488	3602	82	238
YMR316W	XIII	904825	905835	+	1011	30	166	507	422	558	42	150
YML017W	XIII;XIII	236588;236954	236591;238731	+;+	1782	92	159	1258	1862	2740	284	715
YMR104C	XIII	473420	475453	-	2034	98	124	1378	753	1113	66	283
YMR309C	XIII	892988	895426	-	2439	1150	1383	9317	11153	15569	2027	4973
YML133W-A	XIII	1610	2185	+	576	0	0	0	0	0	0	0
YMR155W	XIII	568551	570194	+	1644	70	174	1102	1338	1882	154	515
YMR313C	XIII	899379	901307	-	1929	68	208	1052	1346	1969	171	550
YMR028W	XIII	327482	328582	+	1101	34	28	307	397	577	44	106
snR72	XIII	298554	298651	+	98	0	16	36	90	134	12	32
YMR154C	XIII	565999	568182	-	2184	40	64	700	819	1144	120	276
tY(GUA)M1	XIII;XIII	168795;168848	168833;168883	+;+	75	3	0	8	18	42	3	12
snR75	XIII	297918	298006	+	89	1	10	50	104	173	21	55
YML096W	XIII	79909	81486	+	1578	110	172	999	1461	2142	197	494
YML016C	XIII	239458	241536	-	2079	141	375	2132	2913	3958	364	911
YML006C	XIII	256092	258416	-	2325	22	155	619	866	1202	105	288
YMR178W	XIII	618479	619303	+	825	16	101	600	763	1081	117	226
YML109W	XIII	51640	54468	+	2829	30	52	309	382	510	56	146
YML015C	XIII	241989	243029	-	1041	22	84	549	677	988	64	184
YMR197C	XIII	658545	659198	-	654	38	127	785	897	995	68	206
YML014W	XIII	243225	244064	+	840	46	120	795	826	1442	74	273
YML106W	XIII	56773	57453	+	681	476	944	6885	7526	11168	1354	3453
YML025C	XIII;XIII	224406;225339	225239;225365	-;-	861	42	106	762	1147	1621	96	334
tS(AGA)M	XIII	259158	259239	-	82	0	0	15	14	29	1	11
YMR172C-A	XIII	607828	608211	-	384	0	0	3	1	4	2	1
YMR193W	XIII	650036	650812	+	777	12	44	278	467	745	29	153
YML052W	XIII	170402	171310	+	909	288	407	3654	6088	9128	782	2307
YML079W	XIII	110247	110852	+	606	114	77	784	876	1256	115	318
YML101C-A	XIII	69409	69726	-	318	0	0	0	0	0	0	0
YML047C	XIII	180017	181075	-	1059	4	2	22	0	8	0	0
YMR174C	XIII	610159	610365	-	207	8	12	135	151	220	12	39
YMR218C	XIII	703579	706887	-	3309	92	63	574	777	1128	138	318
YMR315W	XIII	902800	903849	+	1050	396	417	3685	3595	5497	482	1201
YMR001C	XIII	269019	271136	-	2118	52	190	1002	1390	1911	200	427
tV(AAC)M1	XIII	372445	372518	-	74	0	0	14	20	37	0	9
tE(UUC)M	XIII	290801	290872	+	72	174	18	149	69	91	12	48
YML121W	XIII	26930	27862	+	933	234	99	948	1124	1556	127	341
YMR085W	XIII	437491	438789	+	1299	16	16	98	94	172	13	32
YMR105W-A	XIII	478064	478258	+	195	0	0	33	36	67	3	10
YMR122C	XIII	510701	511075	-	375	13	2	138	96	154	15	46
snR78	XIII	297278	297364	+	87	0	17	33	113	149	8	24
YMR217W	XIII	701790	703367	+	1578	2758	2971	23488	28356	41764	5072	13323
tA(AGC)M2	XIII	768369	768441	-	73	0	0	4	4	4	0	0
YMR298W	XIII	863819	864271	+	453	28	136	1034	1283	1848	168	433
YMR057C	XIII	388359	388730	-	372	0	18	37	34	74	2	12
YML042W	XIII	192788	194800	+	2013	40	58	486	355	497	44	123
YMR320W	XIII	916746	917051	+	306	5	3	123	157	226	18	66
YMR287C	XIII	842436	845345	-	2910	74	140	782	932	1254	136	298
YMR289W	XIII	848685	849809	+	1125	98	70	689	936	1432	105	305
YML048W	XIII	178426	179637	+	1212	536	766	5802	7234	10469	1282	2877
YMR250W	XIII	770801	772558	+	1758	231	214	1382	1084	1608	116	284
YMR230W-A	XIII	733268	733456	+	189	0	0	4	33	75	0	13
YMR124W	XIII	514456	517287	+	2832	120	208	1310	1360	2026	159	440
YMR311C	XIII	896914	897603	-	690	45	154	661	797	1059	78	148
snR77	XIII	297506	297593	+	88	4	100	195	713	935	31	186
YMR322C	XIII	918366	919079	-	714	4	16	26	14	13	0	0
YML119W	XIII	30611	31684	+	1074	42	62	535	534	837	92	158
YML043C	XIII	190244	191767	-	1524	50	100	863	1132	1491	135	271
YML046W	XIII	181474	183363	+	1890	34	176	847	1351	1797	202	338
YML004C	XIII	261705	262685	-	981	526	708	4375	4007	5911	429	1194
YMR071C	XIII	410762	411265	-	504	42	112	962	1289	1792	177	417
YMR229C	XIII	725934	731123	-	5190	1584	1761	12748	16922	24359	2623	6311
YMR063W	XIII	397077	397796	+	720	12	63	312	401	571	55	143
YMR301C	XIII	867555	869627	-	2073	117	190	1300	1594	2560	212	579
YMR276W	XIII	818827	819948	+	1122	562	883	8499	6923	11281	911	2760
YMR002W	XIII	272193	272663	+	471	282	785	6831	8355	12953	685	1914
YML081C-A	XIII	103983	104162	-	180	127	281	2169	2264	3146	244	771
YML019W	XIII	233457	234455	+	999	44	94	954	1576	2358	245	730
YMR176W	XIII	611740	615975	+	4236	142	243	1974	2101	2863	336	767
YMR158W-B	XIII	574471	574791	+	321	0	0	0	0	2	0	0
YML108W	XIII	54793	55110	+	318	25	98	363	603	859	97	222
YMR198W	XIII	659745	661529	+	1785	22	6	338	595	782	79	213
YML094W	XIII;XIII	82275;82374	82290;82849	+;+	492	4	17	302	408	621	39	100
YMR006C	XIII	277561	279681	-	2121	356	508	4175	10111	15334	1438	3700
YML003W	XIII	263483	264355	+	873	8	34	218	262	362	55	83
YML057C-A	XIII	160023	160412	-	390	0	11	40	26	32	4	7
YML009C-A	XIII	250675	251001	-	327	0	0	4	11	22	0	9
tQ(CUG)M	XIII	808246	808317	-	72	20	16	203	159	189	30	52
YML093W	XIII	83090	85789	+	2700	258	250	1543	2193	2990	230	794
YMR116C	XIII;XIII	499456;500152	499878;500688	-;-	960	15895	4292	40558	68129	103698	11901	34495
YMR196W	XIII	655076	658342	+	3267	316	443	2386	2245	3228	210	623
